CGPA,Python_Skill,SQL_Skill,Machine_Learning_Skill,Deep_Learning_Skill,Data_Analysis_Skill,Statistics_Skill,Programming_Skill,DSA_Skill,Web_Development_Skill,Cybersecurity_Skill,Networking_Skill,Linux_Skill,Cloud_Skill,DevOps_Skill,NLP_Skill,Computer_Vision_Skill,OpenCV_Skill,Projects,Internship,Communication_Skill,Problem_Solving_Skill,Job_Role
8.75,4,5,3,5,5,4,1,5,2,2,3,5,5,5,5,5,2,4,0,4,1,Data Scientist
6.37,4,3,5,3,4,5,4,3,5,2,1,1,3,4,2,5,4,3,1,4,5,Data Scientist
9.85,4,1,5,2,4,5,5,4,2,2,4,1,2,3,3,1,4,3,1,5,3,Data Scientist
8.71,4,5,3,2,4,5,4,3,2,3,5,2,5,1,3,4,2,2,1,4,3,Data Scientist
7.12,4,2,4,1,4,5,1,5,4,3,3,5,4,2,5,3,4,3,1,2,2,Data Scientist
8.82,5,5,4,2,5,5,5,2,4,4,2,1,1,5,1,5,3,2,1,3,2,Data Scientist
5.86,4,1,3,4,5,5,1,1,4,5,2,4,2,5,2,3,4,0,0,5,5,Data Scientist
7.38,5,2,4,1,5,5,2,4,1,4,3,1,4,1,3,5,2,3,0,2,1,Data Scientist
8.84,5,1,4,1,5,4,4,5,4,1,1,4,3,3,3,2,5,5,1,3,3,Data Scientist
5.72,4,5,3,5,5,4,4,4,5,1,5,2,5,4,4,2,2,2,1,2,1,Data Scientist
7.4,5,3,3,2,5,5,4,3,2,1,4,5,5,1,4,4,4,0,1,4,1,Data Scientist
5.87,4,2,4,1,5,5,3,3,2,4,5,4,4,3,5,1,3,3,0,3,3,Data Scientist
8.8,5,5,4,3,5,4,3,1,1,1,2,4,3,5,1,2,2,2,0,2,3,Data Scientist
7.17,5,5,3,3,4,4,2,2,1,3,3,3,2,1,4,3,3,0,0,1,5,Data Scientist
8.63,4,3,4,2,5,5,5,2,2,2,3,4,1,4,5,3,3,4,0,3,5,Data Scientist
8.16,5,1,4,4,4,5,1,5,1,2,1,5,1,1,1,5,1,2,1,1,4,Data Scientist
8.68,4,2,4,3,4,4,5,5,5,4,2,4,5,4,5,1,1,5,0,4,3,Data Scientist
7.66,5,4,4,1,5,4,5,1,3,5,4,3,3,3,4,4,3,5,1,3,4,Data Scientist
8.06,5,1,5,4,4,5,2,2,3,2,4,5,3,4,4,4,1,1,1,3,2,Data Scientist
5.54,5,1,4,3,5,5,3,5,3,2,1,1,5,3,4,4,4,3,0,5,2,Data Scientist
6.37,5,2,4,5,4,4,3,1,5,5,3,4,4,1,4,4,4,1,0,1,5,Data Scientist
7.11,4,4,3,5,5,5,4,4,1,1,3,1,4,3,1,2,5,1,1,4,2,Data Scientist
6.47,4,1,4,3,5,5,2,3,2,1,4,5,4,4,4,2,2,1,1,1,4,Data Scientist
8.72,4,1,5,1,5,5,5,1,4,3,4,3,4,4,1,1,3,0,0,2,5,Data Scientist
9.66,4,4,3,2,4,4,3,5,5,4,4,4,1,4,2,4,2,5,1,1,5,Data Scientist
5.79,5,1,4,3,4,5,2,1,2,1,4,4,2,2,1,2,5,5,0,3,2,Data Scientist
9.33,4,4,4,5,5,4,3,2,1,1,3,5,3,4,3,1,5,4,1,3,1,Data Scientist
5.7,4,1,4,1,4,5,2,4,5,1,1,2,5,5,3,5,5,4,1,3,4,Data Scientist
7.34,5,1,5,1,5,5,3,1,5,5,4,3,5,4,5,4,2,4,0,3,4,Data Scientist
7.67,5,2,4,4,5,4,2,5,1,5,5,3,1,5,2,1,2,0,0,3,1,Data Scientist
8.94,5,2,5,4,4,4,3,2,4,5,3,2,1,3,3,5,3,0,1,2,5,Data Scientist
8.75,4,3,3,4,5,5,2,1,4,1,3,5,1,5,3,5,3,3,1,2,4,Data Scientist
9.08,4,1,3,1,5,4,4,2,2,2,2,5,1,5,3,5,5,0,0,5,4,Data Scientist
6.1,4,1,3,2,4,4,2,3,2,5,2,2,2,1,4,2,2,2,1,2,1,Data Scientist
9.25,5,2,4,3,4,5,3,4,3,3,4,1,2,5,2,5,5,2,1,4,5,Data Scientist
7.12,4,2,5,1,4,4,2,4,4,4,4,5,1,4,5,5,5,3,0,1,1,Data Scientist
8.43,5,4,5,2,5,4,4,2,2,4,5,4,1,2,3,2,1,0,0,2,3,Data Scientist
9.39,4,5,5,2,4,5,2,5,1,3,2,3,1,2,3,3,2,2,1,3,5,Data Scientist
9.92,4,4,4,3,4,4,1,3,5,2,2,2,4,2,2,5,3,3,1,4,1,Data Scientist
9.51,5,3,4,1,5,4,2,3,4,4,4,2,4,1,5,4,5,1,1,4,2,Data Scientist
9.58,4,5,5,3,4,4,1,1,3,5,3,3,3,1,4,1,2,2,1,1,1,Data Scientist
7.95,4,1,5,4,4,4,2,1,2,5,4,5,2,5,2,4,4,1,0,3,3,Data Scientist
8.05,5,4,5,3,5,4,4,4,5,4,4,4,4,3,3,2,4,0,0,1,1,Data Scientist
9.74,5,1,3,5,4,5,5,2,2,2,4,1,5,2,1,1,4,0,0,4,5,Data Scientist
5.65,4,2,5,1,4,5,4,3,2,2,2,4,2,4,3,1,5,1,1,1,5,Data Scientist
6.98,5,5,4,2,4,4,1,5,1,4,5,3,3,4,5,3,4,5,1,1,5,Data Scientist
9.86,4,3,3,2,5,4,3,2,1,4,3,5,4,1,4,5,4,2,0,5,3,Data Scientist
8.86,4,5,4,5,5,5,4,2,1,2,3,3,2,4,5,2,2,3,0,5,4,Data Scientist
9.94,4,1,3,1,5,5,1,5,4,3,4,2,3,5,3,5,2,1,1,4,1,Data Scientist
8.11,4,5,5,2,5,5,2,2,2,4,5,3,5,1,3,1,4,5,1,3,2,Data Scientist
8.52,5,2,3,4,5,5,4,4,5,3,5,2,2,4,4,5,5,2,0,2,1,Data Scientist
9.56,5,5,4,4,5,4,5,5,3,1,1,5,2,3,1,5,2,5,0,1,5,Data Scientist
8.63,5,2,5,1,4,5,3,5,3,3,5,3,2,3,3,5,1,5,1,5,3,Data Scientist
6.53,4,1,4,1,5,4,5,1,1,3,1,5,3,1,3,4,3,5,0,5,5,Data Scientist
9.53,5,4,5,5,5,5,4,3,2,2,3,4,5,2,2,4,2,2,0,5,5,Data Scientist
6.52,4,2,5,1,4,5,1,1,2,4,4,2,2,3,4,1,2,4,0,2,5,Data Scientist
9.11,4,2,5,1,4,4,3,1,2,1,2,5,5,1,1,2,2,4,1,2,3,Data Scientist
8.95,4,4,5,1,4,4,2,2,2,3,2,3,3,2,2,4,4,5,1,3,1,Data Scientist
9.76,4,1,4,1,5,4,3,4,4,3,2,2,2,4,3,3,3,5,0,5,5,Data Scientist
9.92,4,2,4,2,5,5,4,1,3,5,4,4,2,4,2,2,3,4,0,2,2,Data Scientist
8.6,4,4,4,3,5,4,2,5,5,4,2,3,4,5,5,1,2,4,0,5,4,Data Scientist
9.31,5,2,3,4,4,5,1,5,3,1,3,3,2,4,5,3,5,1,0,1,1,Data Scientist
7.89,5,3,5,5,4,5,4,4,1,5,2,1,1,1,2,4,5,1,0,1,5,Data Scientist
6.85,4,3,3,2,4,5,1,5,4,4,4,4,4,2,5,1,4,2,0,3,5,Data Scientist
6.76,4,2,5,3,4,5,1,4,5,2,4,5,1,4,5,4,1,0,0,5,2,Data Scientist
8.1,4,2,4,4,5,5,5,5,1,2,5,3,2,1,4,5,3,3,0,2,4,Data Scientist
10.0,4,4,3,1,5,4,3,3,2,2,3,5,4,4,3,4,5,0,0,3,4,Data Scientist
8.59,4,2,5,3,4,5,4,2,4,5,2,5,3,2,4,4,2,4,1,2,2,Data Scientist
6.05,4,2,3,5,4,4,2,1,1,5,4,1,5,2,5,4,5,1,1,4,1,Data Scientist
9.41,5,2,4,1,5,4,2,1,3,4,3,3,2,1,5,2,4,5,1,4,3,Data Scientist
7.76,5,4,5,4,4,5,5,5,1,5,4,4,3,2,2,1,5,1,0,5,3,Data Scientist
9.77,4,1,4,3,5,4,3,4,2,5,1,3,2,1,1,4,2,1,0,5,4,Data Scientist
8.92,5,3,4,5,4,4,1,4,5,2,1,1,3,2,2,4,1,0,1,4,2,Data Scientist
7.12,5,5,4,5,4,5,3,5,1,4,4,5,4,3,2,1,5,5,0,2,5,Data Scientist
8.63,5,5,5,3,5,4,1,2,2,3,1,3,2,1,5,2,2,0,0,3,5,Data Scientist
6.72,5,1,3,4,4,5,5,5,4,2,4,1,5,3,4,3,3,4,0,1,2,Data Scientist
7.73,5,4,3,1,4,4,4,3,1,4,2,3,1,5,1,1,2,5,1,2,5,Data Scientist
6.9,4,4,4,4,4,4,5,5,3,3,2,1,3,2,4,5,5,1,1,5,4,Data Scientist
8.69,4,3,3,3,4,4,3,4,1,1,5,2,1,4,4,5,4,1,1,5,1,Data Scientist
9.71,5,5,4,5,4,5,1,3,1,2,4,3,4,1,3,5,2,1,1,2,1,Data Scientist
9.94,4,2,3,5,5,4,4,4,4,1,5,4,1,4,4,4,1,1,1,5,4,Data Scientist
9.96,5,2,4,2,4,4,1,1,4,5,4,5,3,3,5,4,3,2,0,1,4,Data Scientist
9.73,5,1,4,4,5,4,4,3,4,5,5,5,2,2,2,2,2,3,1,4,2,Data Scientist
5.95,4,2,3,1,5,5,3,1,5,2,4,2,5,4,3,1,5,4,0,2,5,Data Scientist
7.66,2,4,5,2,5,4,1,5,2,4,1,4,3,1,1,1,2,0,1,3,4,Data Analyst
6.48,4,5,4,4,5,5,2,3,5,3,1,1,1,5,4,5,3,4,1,3,1,Data Analyst
6.05,2,5,2,3,4,5,4,4,5,4,5,5,3,4,5,2,2,2,1,5,5,Data Analyst
9.99,3,4,4,5,5,4,2,3,1,1,5,3,5,4,2,2,5,3,0,2,5,Data Analyst
5.91,3,5,1,3,4,5,5,2,5,3,3,5,2,3,4,5,2,2,0,5,5,Data Analyst
5.7,2,5,5,4,5,4,5,2,1,1,2,2,1,4,3,3,1,4,0,3,1,Data Analyst
9.63,3,5,3,5,5,3,3,5,1,4,4,5,3,5,2,5,2,4,0,1,4,Data Analyst
9.52,2,5,1,2,4,5,5,3,5,3,1,2,2,1,1,3,1,2,0,1,2,Data Analyst
6.29,3,4,3,3,5,5,3,3,2,1,1,4,5,3,3,4,4,5,1,2,5,Data Analyst
6.39,3,5,4,1,4,4,2,5,2,3,2,4,1,3,4,1,4,4,0,3,3,Data Analyst
9.79,3,5,3,1,5,4,4,3,2,1,2,5,3,3,1,3,4,4,0,2,3,Data Analyst
7.49,2,4,2,3,4,4,3,1,5,5,2,5,5,1,3,5,2,4,1,2,1,Data Analyst
6.34,4,5,5,2,5,4,1,2,3,4,2,4,1,3,5,2,1,0,0,2,1,Data Analyst
9.7,3,5,3,2,5,4,3,5,1,3,2,3,4,3,5,3,5,5,0,1,2,Data Analyst
8.34,2,4,3,4,4,5,1,2,3,1,5,2,2,4,2,2,5,0,1,2,1,Data Analyst
6.2,3,5,3,1,4,4,2,2,2,2,1,3,4,5,4,5,5,0,1,1,1,Data Analyst
5.97,2,4,4,3,4,5,4,5,3,5,2,5,1,3,3,1,5,5,1,1,2,Data Analyst
7.45,2,5,4,5,4,5,2,3,1,5,5,5,4,5,1,5,1,0,1,1,1,Data Analyst
8.28,2,4,2,5,5,3,2,1,1,1,2,1,3,1,4,1,1,5,1,3,3,Data Analyst
9.9,4,4,4,5,4,3,4,2,4,1,1,4,5,1,1,3,1,3,0,1,5,Data Analyst
7.19,3,5,4,1,5,4,3,4,4,5,4,1,1,2,2,2,1,5,1,1,4,Data Analyst
5.85,3,5,3,3,4,3,4,4,4,4,4,2,1,3,1,3,2,4,0,4,3,Data Analyst
6.44,3,4,3,4,5,4,3,4,2,3,4,1,4,5,5,2,2,1,0,1,3,Data Analyst
7.19,3,4,1,5,4,5,3,2,5,5,1,4,2,4,1,3,4,4,0,5,2,Data Analyst
9.07,3,5,3,2,4,5,4,5,1,4,1,2,3,1,3,1,2,4,0,5,3,Data Analyst
9.15,4,5,4,4,4,3,2,1,1,1,5,3,5,5,5,3,5,1,0,2,3,Data Analyst
9.41,4,4,1,4,5,3,4,1,1,4,4,4,1,2,3,3,1,3,0,1,5,Data Analyst
7.22,4,5,1,3,5,5,2,2,4,4,3,3,2,5,3,3,5,3,0,1,5,Data Analyst
6.72,4,5,3,2,4,3,2,5,5,1,5,5,5,1,5,3,1,5,0,4,2,Data Analyst
6.7,4,4,2,1,4,3,2,5,2,4,2,4,5,1,1,2,4,2,1,2,5,Data Analyst
7.39,2,5,3,4,5,5,2,3,5,3,5,3,3,2,1,3,4,3,1,4,4,Data Analyst
6.45,3,5,1,1,4,4,2,2,4,4,3,2,3,2,1,5,5,4,0,2,1,Data Analyst
5.92,4,4,4,4,4,5,4,5,2,3,5,5,3,2,3,5,1,3,1,1,4,Data Analyst
9.95,2,4,5,3,5,4,4,5,2,4,5,1,4,5,1,5,2,4,1,2,5,Data Analyst
7.28,3,4,3,5,4,5,5,5,5,5,1,5,4,4,1,5,3,4,0,5,4,Data Analyst
7.89,4,5,3,2,5,5,1,3,3,4,4,2,5,1,1,3,1,2,0,1,5,Data Analyst
6.23,3,4,5,3,4,5,4,4,3,3,5,3,5,3,5,3,2,2,0,5,3,Data Analyst
8.32,2,5,4,4,5,3,1,3,1,1,1,4,4,3,3,3,1,1,0,4,1,Data Analyst
7.85,2,5,2,1,4,5,4,2,4,1,1,5,1,5,3,2,3,0,1,5,1,Data Analyst
6.47,4,5,2,2,4,4,1,5,5,2,2,5,2,4,1,5,1,0,0,5,1,Data Analyst
9.3,4,5,3,5,5,4,4,5,3,1,5,2,1,5,2,1,5,0,0,2,4,Data Analyst
6.82,3,5,3,5,4,5,3,3,4,4,3,4,2,4,1,1,2,5,1,5,5,Data Analyst
6.13,2,4,2,1,4,3,3,3,2,3,3,3,4,2,5,2,1,1,1,3,3,Data Analyst
7.86,3,4,4,4,5,5,3,5,3,2,2,1,4,2,2,3,3,1,1,1,5,Data Analyst
9.84,2,4,5,3,4,3,1,2,1,1,2,4,1,1,1,4,3,1,1,3,2,Data Analyst
8.52,4,4,4,3,4,5,5,5,4,4,3,4,4,1,1,2,3,5,1,5,2,Data Analyst
6.3,2,5,2,5,5,4,5,4,4,5,5,1,1,3,3,3,2,5,1,3,5,Data Analyst
6.28,4,5,1,5,4,4,4,3,2,1,1,1,5,5,2,3,5,4,1,5,1,Data Analyst
8.18,3,5,3,4,5,5,1,3,2,1,4,4,1,4,2,2,4,4,1,4,1,Data Analyst
7.09,4,4,4,3,4,3,3,5,4,2,1,3,1,4,3,1,5,4,0,5,4,Data Analyst
5.88,4,4,3,3,4,5,2,5,5,5,2,3,3,4,5,5,3,5,0,3,4,Data Analyst
7.41,4,5,4,4,4,4,1,4,4,1,2,2,4,2,1,4,1,2,0,1,1,Data Analyst
7.03,4,4,2,2,4,4,3,2,4,2,1,4,3,4,2,5,5,1,1,3,1,Data Analyst
6.16,2,4,2,4,4,4,1,2,2,1,2,3,3,4,3,3,5,0,1,5,1,Data Analyst
7.42,2,4,3,4,5,3,4,2,3,4,3,5,4,2,5,4,1,1,1,4,4,Data Analyst
8.9,2,4,5,5,5,3,4,5,4,4,1,3,2,1,2,4,1,3,0,3,5,Data Analyst
6.4,4,5,1,5,5,3,5,1,5,1,4,3,1,2,3,4,3,5,1,3,5,Data Analyst
9.59,4,4,3,2,5,4,1,4,1,2,3,2,4,4,5,2,1,3,1,1,1,Data Analyst
9.76,3,5,1,2,4,5,3,4,5,4,5,1,1,3,4,5,2,1,1,2,2,Data Analyst
8.34,2,5,2,1,4,4,1,1,1,1,3,5,4,2,1,4,3,2,1,3,4,Data Analyst
9.6,3,5,2,5,5,3,2,3,4,4,4,3,4,5,1,2,5,0,0,1,2,Data Analyst
6.55,4,5,1,1,5,4,2,4,5,2,2,2,3,4,4,2,3,5,0,4,5,Data Analyst
6.84,3,5,1,4,5,4,3,4,3,5,5,2,1,5,5,3,5,4,0,3,2,Data Analyst
8.95,4,5,3,5,4,5,1,5,2,3,1,2,5,4,1,4,2,0,1,5,2,Data Analyst
8.45,3,4,2,2,5,5,2,2,2,5,1,4,5,3,3,5,5,1,0,2,1,Data Analyst
8.64,4,4,3,4,5,3,1,2,2,3,2,4,4,1,3,2,1,3,1,2,2,Data Analyst
7.28,3,4,5,3,4,3,5,5,3,3,5,5,4,1,1,2,5,1,1,2,5,Data Analyst
6.56,3,4,5,1,4,5,2,1,3,3,5,1,5,1,4,1,2,2,1,3,3,Data Analyst
9.28,2,5,1,1,5,4,2,2,3,4,1,3,2,1,4,5,2,5,0,4,2,Data Analyst
7.47,2,5,2,4,4,3,2,2,1,3,2,2,1,1,5,4,2,2,0,4,3,Data Analyst
7.88,4,5,5,1,4,4,3,2,4,4,2,4,1,3,3,2,1,5,1,1,2,Data Analyst
8.58,2,5,1,2,4,4,2,2,4,4,5,5,3,5,5,1,2,2,0,2,4,Data Analyst
9.81,2,5,3,3,5,4,1,5,1,2,5,2,1,1,1,5,4,4,1,3,1,Data Analyst
9.69,4,4,4,1,5,4,2,1,1,5,2,1,2,1,3,1,2,3,0,5,4,Data Analyst
8.07,4,4,2,1,5,4,5,2,5,5,1,2,5,2,3,1,1,2,0,3,2,Data Analyst
8.0,3,4,5,3,5,4,4,1,1,4,5,2,3,2,3,2,5,1,1,1,4,Data Analyst
5.64,3,5,2,4,5,4,2,1,2,1,1,2,5,3,5,1,2,4,1,5,2,Data Analyst
7.44,4,5,2,3,5,5,2,1,4,5,4,3,1,2,1,2,1,3,0,3,5,Data Analyst
8.46,4,4,2,1,4,5,1,4,5,2,4,5,1,1,5,5,2,3,1,1,2,Data Analyst
8.66,2,4,2,3,4,3,3,2,5,2,5,4,2,2,1,2,1,0,0,5,5,Data Analyst
7.26,3,5,3,2,4,5,3,1,5,2,2,2,5,4,4,4,3,0,0,3,2,Data Analyst
9.25,2,4,5,3,5,3,2,2,4,4,1,2,4,3,5,4,1,2,1,4,1,Data Analyst
6.36,2,5,2,3,5,4,3,3,1,5,2,1,5,1,4,1,1,3,1,2,2,Data Analyst
9.67,2,5,5,2,5,5,4,4,2,4,3,3,5,4,5,1,3,2,1,1,3,Data Analyst
6.66,2,4,1,4,4,4,4,3,4,3,4,5,1,4,1,4,2,3,0,3,2,Data Analyst
9.39,4,5,2,2,5,3,1,2,3,4,5,1,3,3,2,5,1,2,0,5,2,Data Analyst
9.54,4,5,4,4,5,5,1,5,5,2,4,3,1,2,4,3,4,2,0,5,4,Data Analyst
9.7,4,5,3,2,4,5,5,2,4,2,2,2,1,4,2,1,1,2,1,4,3,Data Analyst
9.59,4,4,3,3,5,4,3,2,3,5,1,1,1,3,1,5,5,2,1,4,1,Data Analyst
7.4,3,4,4,5,4,4,4,1,5,4,4,1,1,3,2,4,2,4,0,3,2,Data Analyst
8.24,3,5,4,5,5,5,2,5,5,3,5,5,3,4,2,4,4,3,0,1,3,Data Analyst
8.54,4,5,1,4,5,4,5,2,3,3,1,5,4,2,2,2,3,3,1,5,2,Data Analyst
5.83,4,4,2,4,4,4,4,5,1,3,2,2,3,1,2,3,2,4,1,5,1,Data Analyst
7.25,3,4,1,2,4,5,1,5,5,4,3,5,4,1,3,3,2,4,1,2,1,Data Analyst
9.9,2,5,1,3,5,5,4,2,3,2,2,1,5,5,4,4,5,5,1,3,4,Data Analyst
9.13,4,5,3,1,5,3,4,3,2,3,2,5,5,5,1,2,4,5,1,1,1,Data Analyst
5.85,2,5,2,4,4,3,2,5,1,5,1,2,1,1,2,5,5,1,0,1,3,Data Analyst
7.89,4,4,3,2,4,3,4,3,1,2,3,3,2,2,2,1,1,1,1,3,4,Data Analyst
8.84,2,5,1,2,4,4,2,4,4,2,2,2,3,5,1,4,1,2,0,2,4,Data Analyst
6.72,4,5,3,1,4,4,4,2,3,5,2,4,1,4,5,4,5,2,1,2,4,Data Analyst
5.83,3,4,1,1,5,3,3,1,3,1,3,4,4,3,1,2,3,5,1,4,1,Data Analyst
6.06,2,5,5,3,4,5,4,1,3,2,4,3,3,3,5,5,2,2,0,5,3,Data Analyst
7.75,3,4,5,1,4,3,5,4,1,3,2,3,3,4,3,4,4,1,1,3,4,Data Analyst
9.64,2,5,5,1,4,3,4,2,1,3,3,2,2,1,4,5,3,3,0,1,2,Data Analyst
7.82,2,4,1,3,4,4,1,3,1,5,4,1,5,5,5,3,2,2,1,1,3,Data Analyst
8.01,3,4,1,2,4,3,3,3,1,4,1,2,5,3,5,3,2,4,1,5,4,Data Analyst
6.57,3,4,3,3,5,3,5,5,1,1,3,5,1,5,1,2,3,5,0,2,4,Data Analyst
5.66,4,4,3,5,4,4,4,3,3,2,4,2,1,3,2,2,1,3,1,1,2,Data Analyst
5.95,3,5,1,5,5,4,5,4,3,4,5,3,4,5,2,2,1,2,1,5,2,Data Analyst
5.9,4,4,4,3,4,5,5,2,1,5,1,2,1,3,2,2,5,2,1,2,1,Data Analyst
7.93,2,5,1,2,4,3,1,3,2,2,1,1,1,4,5,3,2,1,0,2,1,Data Analyst
7.44,4,5,5,4,5,3,1,5,5,1,1,5,5,1,1,2,2,1,0,3,1,Data Analyst
7.63,4,5,5,4,5,5,2,1,4,4,1,3,4,3,2,4,1,4,0,2,3,Data Analyst
6.47,3,5,5,1,5,3,4,1,2,4,3,3,4,5,1,1,4,1,1,4,5,Data Analyst
6.81,2,4,2,3,5,4,4,3,4,5,4,1,3,5,2,5,3,1,0,4,5,Data Analyst
8.48,4,4,1,5,4,3,1,1,1,2,2,5,4,3,4,2,2,2,0,4,4,Data Analyst
7.84,3,5,1,3,4,3,4,2,1,3,3,2,2,3,1,4,5,2,0,5,2,Data Analyst
7.73,4,5,5,4,5,4,1,4,2,5,1,5,1,4,4,3,1,2,0,3,1,Data Analyst
7.45,2,5,3,1,4,5,4,3,3,3,3,4,1,4,1,5,5,2,1,4,5,Data Analyst
8.08,2,4,3,3,4,3,1,2,3,4,1,4,3,3,3,3,4,5,0,2,4,Data Analyst
7.35,2,5,3,2,4,4,1,3,5,1,3,5,2,1,3,2,4,2,0,3,3,Data Analyst
7.6,3,5,4,2,5,4,2,1,4,2,3,2,1,5,4,3,4,3,0,4,4,Data Analyst
9.24,4,5,3,3,4,4,5,3,1,2,1,4,5,5,4,1,1,0,0,3,2,Data Analyst
7.92,3,5,4,3,5,5,5,2,2,3,1,5,1,4,3,2,1,2,1,2,1,Data Analyst
7.9,3,5,3,1,5,5,5,5,3,2,1,4,1,5,1,2,3,2,0,2,2,Data Analyst
5.67,4,4,4,3,5,5,2,3,2,5,4,1,1,3,1,4,2,4,0,4,5,Data Analyst
9.75,4,4,4,5,4,3,3,3,1,3,5,2,4,4,5,3,2,0,1,2,4,Data Analyst
8.23,2,4,5,5,5,5,2,5,2,3,3,3,4,5,1,1,3,3,1,1,3,Data Analyst
6.17,3,4,3,3,5,3,4,1,5,3,4,5,4,4,5,4,1,0,0,3,1,Data Analyst
9.05,2,4,4,4,5,5,5,5,5,3,1,5,2,5,3,2,1,1,0,5,3,Data Analyst
7.72,4,5,3,4,4,3,4,3,1,2,3,3,3,2,3,1,4,1,0,5,4,Data Analyst
9.26,3,4,1,5,5,3,4,5,4,2,5,1,4,2,5,2,1,1,0,5,3,Data Analyst
9.93,4,5,3,3,5,4,4,2,3,2,5,2,2,5,4,5,1,4,0,5,5,Data Analyst
7.35,3,5,1,1,5,5,4,2,3,3,1,5,5,1,2,3,4,2,0,3,1,Data Analyst
9.56,3,5,1,3,4,3,3,1,2,4,2,4,2,4,1,3,3,0,0,1,5,Data Analyst
8.77,2,5,4,5,4,3,4,3,3,5,4,5,1,1,3,5,1,3,0,4,1,Data Analyst
7.01,2,4,3,3,4,4,2,5,1,4,2,2,2,4,1,5,2,4,0,2,3,Data Analyst
7.06,3,4,1,4,4,4,4,1,5,3,2,2,5,3,2,5,4,1,1,4,3,Data Analyst
9.37,4,4,2,4,4,5,4,2,3,5,1,5,3,1,4,1,1,5,1,1,4,Data Analyst
9.34,3,5,4,4,4,3,5,3,2,4,5,5,5,3,4,5,5,5,1,2,3,Data Analyst
7.82,2,5,1,4,5,3,4,5,2,3,4,1,5,2,2,3,2,5,0,1,3,Data Analyst
7.72,4,4,5,3,5,4,4,2,1,1,3,4,4,5,2,2,3,4,1,5,1,Data Analyst
7.26,3,5,1,2,5,4,2,2,4,4,1,2,3,2,2,1,3,1,1,4,4,Data Analyst
6.26,4,4,3,3,5,3,5,5,4,2,2,4,2,1,5,1,1,2,1,4,4,Data Analyst
6.71,4,5,5,2,4,4,1,3,2,5,5,2,2,1,5,5,4,2,1,3,5,Data Analyst
9.69,3,5,1,2,4,3,2,2,1,1,5,5,2,2,4,4,3,5,1,5,2,Data Analyst
7.98,2,5,5,2,5,5,5,1,1,3,4,5,3,3,5,5,2,2,0,1,4,Data Analyst
9.41,3,5,2,1,5,3,4,5,2,3,3,5,1,1,3,2,1,1,0,4,1,Data Analyst
7.86,3,5,4,4,4,3,5,3,1,2,1,5,3,1,3,4,2,2,0,1,3,Data Analyst
8.28,3,5,4,5,5,4,2,3,4,4,4,1,4,4,5,1,4,4,1,4,3,Data Analyst
9.51,2,5,5,4,4,3,3,2,3,3,2,3,1,4,5,2,1,0,0,1,1,Data Analyst
6.47,2,4,5,1,5,4,1,5,1,4,1,3,5,5,5,2,2,2,0,3,1,Data Analyst
7.37,3,5,1,4,4,5,3,5,4,4,2,4,1,1,1,5,4,2,0,4,1,Data Analyst
9.5,4,5,5,4,5,3,3,4,2,2,2,5,5,4,4,4,5,3,0,4,3,Data Analyst
8.43,3,4,4,2,5,5,2,4,1,5,1,4,5,1,5,4,5,1,1,1,4,Data Analyst
8.07,2,5,1,2,4,3,3,2,4,5,5,3,4,4,3,1,4,4,1,2,4,Data Analyst
7.49,3,4,4,5,4,5,3,4,2,4,4,3,4,1,5,5,3,1,0,5,4,Data Analyst
8.21,2,5,2,2,4,3,5,5,1,5,3,4,1,4,1,3,5,0,0,1,5,Data Analyst
9.73,2,4,3,2,4,3,2,4,5,5,4,4,3,3,3,3,1,3,0,1,1,Data Analyst
8.22,2,4,1,3,4,3,1,5,1,2,2,2,4,1,2,4,2,3,0,4,4,Data Analyst
9.76,4,4,1,1,5,3,3,2,3,3,1,2,5,3,3,5,1,2,0,4,2,Data Analyst
7.1,2,5,3,3,5,4,4,3,3,2,1,2,1,3,5,5,4,5,0,4,3,Data Analyst
8.63,4,5,5,4,4,4,2,2,1,5,1,1,4,4,2,4,4,0,0,1,1,Data Analyst
7.04,3,5,4,5,4,4,1,3,2,5,2,3,5,2,4,4,1,2,1,2,5,Data Analyst
8.85,2,4,5,2,4,5,1,5,5,2,3,4,2,1,4,2,2,2,1,2,5,Data Analyst
7.04,3,5,5,3,4,3,2,2,5,4,1,1,3,1,5,4,2,0,1,2,3,Data Analyst
8.18,3,4,1,1,5,5,5,5,5,5,2,5,2,3,5,3,5,1,0,5,2,Data Analyst
7.24,2,4,3,5,4,5,5,4,3,4,2,1,1,2,5,2,1,2,0,4,4,Data Analyst
5.83,4,4,5,4,5,3,3,5,3,4,5,1,1,5,3,3,1,5,0,5,1,Data Analyst
7.91,2,4,4,2,5,5,5,4,1,1,2,4,4,4,5,3,3,2,0,5,2,Data Analyst
7.25,2,5,1,5,4,4,3,2,3,1,5,4,1,2,1,3,4,3,1,2,3,Data Analyst
6.39,3,5,3,2,5,5,3,4,5,4,4,5,2,1,4,1,3,0,0,5,2,Data Analyst
5.5,3,5,4,2,4,3,2,5,2,2,5,3,3,3,1,2,5,2,1,3,2,Data Analyst
7.66,2,4,3,2,5,3,5,4,5,5,3,1,4,1,1,1,5,0,0,1,5,Data Analyst
7.07,4,5,3,3,4,5,4,1,4,3,1,1,3,1,4,1,4,1,1,2,2,Data Analyst
6.52,2,4,2,1,5,4,1,1,2,1,3,1,5,4,2,3,4,5,1,1,4,Data Analyst
